article,paragraph,text,E_id,fromID,fromText,toID,toText,relationship,fromSpan,fromVerb,fromPOS,toSpan,toVerb,toPOS
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E10,V1,got,V5,run,after,35~38,got,VBD,262~265,run,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E11,V1,got,V6,is,vague,35~38,got,VBD,290~292,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E12,V1,got,V7,does,after,35~38,got,VBD,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E13,V2,said,V3,been,vague,64~68,said,VBD,201~205,been,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E14,V2,said,V4,have,vague,64~68,said,VBD,228~232,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E15,V2,said,V5,run,after,64~68,said,VBD,262~265,run,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E16,V2,said,V6,is,vague,64~68,said,VBD,290~292,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E17,V2,said,V7,does,after,64~68,said,VBD,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E18,V3,been,V4,have,vague,201~205,been,VBN,228~232,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E19,V3,been,V5,run,vague,201~205,been,VBN,262~265,run,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E20,V3,been,V6,is,before,201~205,been,VBN,290~292,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E21,V3,been,V7,does,vague,201~205,been,VBN,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E22,V4,have,V5,run,vague,228~232,have,VBP,262~265,run,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E23,V4,have,V6,is,before,228~232,have,VBP,290~292,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E24,V4,have,V7,does,vague,228~232,have,VBP,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E25,V5,run,V6,is,vague,262~265,run,VBN,290~292,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E26,V5,run,V7,does,after,262~265,run,VBN,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0004.xml,"“There is this sense that if Trump got it, why shouldn’t they?” said David Gergen, co-director of the Center for Public Leadership at Harvard Kennedy School and an adviser to four presidents. “They’ve been more successful, they have more experience, and they’ve run a public company, which is more equivalent to what a president does than a private company” like the Trump Organization.
",E27,V6,is,V7,does,vague,290~292,is,VBZ,329~333,does,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0010.xml,"Apart from proven business experience, they have widespread name recognition or identification with major consumer brands. And they have enough money to finance their own campaigns.
",E0,V0,have,V1,have,vague,44~48,have,VBP,132~136,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0010.xml,"Apart from proven business experience, they have widespread name recognition or identification with major consumer brands. And they have enough money to finance their own campaigns.
",E1,V0,have,V2,finance,vague,44~48,have,VBP,153~160,finance,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0010.xml,"Apart from proven business experience, they have widespread name recognition or identification with major consumer brands. And they have enough money to finance their own campaigns.
",E2,V1,have,V2,finance,vague,132~136,have,VBP,153~160,finance,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E1,V0,spoken,V2,discussed,after,5~11,spoken,VBN,59~68,discussed,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E2,V0,spoken,V3,running,vague,5~11,spoken,VBN,88~95,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E3,V0,spoken,V4,declined,vague,5~11,spoken,VBN,143~151,declined,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E4,V0,spoken,V5,named,vague,5~11,spoken,VBN,158~163,named,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E5,V0,spoken,V6,discussing,after,5~11,spoken,VBN,164~174,discussing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E6,V0,spoken,V7,were,vague,5~11,spoken,VBN,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E13,V2,discussed,V3,running,before,59~68,discussed,VBN,88~95,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E14,V2,discussed,V4,declined,before,59~68,discussed,VBN,143~151,declined,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E15,V2,discussed,V5,named,before,59~68,discussed,VBN,158~163,named,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E16,V2,discussed,V6,discussing,simultaneous,59~68,discussed,VBN,164~174,discussing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E17,V2,discussed,V7,were,vague,59~68,discussed,VBN,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E18,V3,running,V4,declined,vague,88~95,running,VBG,143~151,declined,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E19,V3,running,V5,named,vague,88~95,running,VBG,158~163,named,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E20,V3,running,V6,discussing,after,88~95,running,VBG,164~174,discussing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E21,V3,running,V7,were,vague,88~95,running,VBG,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E22,V4,declined,V5,named,before,143~151,declined,VBD,158~163,named,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E23,V4,declined,V6,discussing,after,143~151,declined,VBD,164~174,discussing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E24,V4,declined,V7,were,vague,143~151,declined,VBD,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E25,V5,named,V6,discussing,after,158~163,named,VBN,164~174,discussing,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E26,V5,named,V7,were,vague,158~163,named,VBN,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0011.xml,"I’ve spoken this week to multiple people who have at least discussed the possibility of running for office with Mr. Schultz and Mr. Iger. (All declined to be named discussing what were private conversations.)
",E27,V6,discussing,V7,were,vague,164~174,discussing,VBG,180~184,were,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E0,V0,have,V1,anticipate,before,5~9,have,VBP,13~23,anticipate,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E1,V0,have,V2,come,before,5~9,have,VBP,36~40,come,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E2,V0,have,V3,said,before,5~9,have,VBP,83~87,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E3,V0,have,V4,is,vague,5~9,have,VBP,96~98,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E5,V0,have,V6,gone,vague,5~9,have,VBP,157~161,gone,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E6,V0,have,V7,done,vague,5~9,have,VBP,223~227,done,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E7,V0,have,V8,see,vague,5~9,have,VBP,231~234,see,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E8,V0,have,V9,s,vague,5~9,have,VBP,244~245,s,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E9,V1,anticipate,V2,come,before,13~23,anticipate,VB,36~40,come,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E10,V1,anticipate,V3,said,before,13~23,anticipate,VB,83~87,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E11,V1,anticipate,V4,is,vague,13~23,anticipate,VB,96~98,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E13,V1,anticipate,V6,gone,vague,13~23,anticipate,VB,157~161,gone,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E14,V1,anticipate,V7,done,vague,13~23,anticipate,VB,223~227,done,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E15,V1,anticipate,V8,see,vague,13~23,anticipate,VB,231~234,see,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E16,V1,anticipate,V9,s,vague,13~23,anticipate,VB,244~245,s,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E17,V2,come,V3,said,after,36~40,come,VBP,83~87,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E18,V2,come,V4,is,vague,36~40,come,VBP,96~98,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E20,V2,come,V6,gone,vague,36~40,come,VBP,157~161,gone,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E21,V2,come,V7,done,vague,36~40,come,VBP,223~227,done,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0039.xml,"“You have to anticipate how they’ll come after you, because they will,” Mr. Loeser said. “Oprah is one of the most beloved people in America. But has anyone gone through every minute and every hour of every show she’s ever done to see if there’s anything controversial? Because someone will.”
",E22,V2,come,V8,see,vague,36~40,come,VBP,231~234,see,VB
