POS1,POS2,BEFORE_1,AFTER_1,BEFORE_2,AFTER_2,DISTANCE,MODAL,TEMP_BEFORE,TEMP_AFTER,TEMP_SINCE,SYN,DERIVATION,RELATION
VBP,VBN,PRP,JJR,JJ,DT,8,0,0.0,0.0,0.0,0,0,vague
VBP,VBZ,PRP,JJR,WDT,RBR,14,0,0.0,0.0,0.0,0,0,before
VBP,VBZ,PRP,JJR,NN,IN,21,0,0.0,0.0,0.0,1,0,vague
VBN,VBZ,JJ,DT,WDT,RBR,6,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,JJ,DT,NN,IN,13,0,0.0,0.0,0.0,1,0,after
VBZ,VBZ,WDT,RBR,NN,IN,7,0,0.0,0.0,0.0,0,0,vague
VBP,VBP,PRP,JJ,PRP,JJ,13,0,0.0,0.0,0.0,1,1,vague
VBP,VB,PRP,JJ,TO,PRP$,17,0,0.0,0.0,0.0,0,0,vague
VBP,VB,PRP,JJ,TO,PRP$,4,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,RB,DT,JJS,DT,10,0,0.0,0.0,0.0,0,0,after
VBN,VBG,RB,DT,IN,IN,14,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,RB,DT,DT,TO,26,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,RB,DT,VB,VBG,29,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,RB,DT,VBN,WP,30,0,0.0,0.0,0.0,0,0,after
VBN,VBD,RB,DT,WP,JJ,32,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,JJS,DT,IN,IN,4,0,0.0,0.0,0.0,0,0,before
VBN,VBD,JJS,DT,DT,TO,16,0,0.0,0.0,0.0,0,0,before
VBN,VBN,JJS,DT,VB,VBG,19,0,0.0,0.0,0.0,0,0,before
VBN,VBG,JJS,DT,VBN,WP,20,0,0.0,0.0,0.0,1,0,simultaneous
VBN,VBD,JJS,DT,WP,JJ,22,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,IN,IN,DT,TO,12,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,IN,IN,VB,VBG,15,0,0.0,0.0,0.0,0,0,vague
VBG,VBG,IN,IN,VBN,WP,16,0,0.0,0.0,0.0,0,0,after
VBG,VBD,IN,IN,WP,JJ,18,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,DT,TO,VB,VBG,3,0,0.0,0.0,0.0,0,0,before
VBD,VBG,DT,TO,VBN,WP,4,0,0.0,0.0,0.0,0,0,after
VBD,VBD,DT,TO,WP,JJ,6,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,VB,VBG,VBN,WP,1,0,0.0,0.0,0.0,0,0,after
VBN,VBD,VB,VBG,WP,JJ,3,0,0.0,0.0,0.0,1,0,vague
VBG,VBD,VBN,WP,WP,JJ,2,0,0.0,0.0,0.0,0,0,vague
VBP,VB,PRP,TO,TO,WRB,2,0,0.0,0.0,0.0,0,0,before
VBP,VBP,PRP,TO,JJ,IN,7,0,0.0,0.0,0.0,1,0,before
VBP,VBD,PRP,TO,NNP,.,18,1,0.0,1.0,0.0,0,0,before
VBP,VBZ,PRP,TO,NNP,CD,22,1,0.0,1.0,0.0,0,0,vague
VBP,VBN,PRP,TO,NN,IN,35,1,0.0,1.0,0.0,1,0,vague
VBP,VBN,PRP,TO,RB,TO,49,1,0.0,1.0,0.0,1,0,vague
VBP,VB,PRP,TO,TO,IN,51,1,0.0,1.0,0.0,1,0,vague
VBP,VBD,PRP,TO,NNP,NN,55,1,0.0,1.0,0.0,0,0,vague
VB,VBP,TO,WRB,JJ,IN,5,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,WRB,NNP,.,16,1,0.0,1.0,0.0,0,0,before
VB,VBZ,TO,WRB,NNP,CD,20,1,0.0,1.0,0.0,0,0,vague
VB,VBN,TO,WRB,NN,IN,33,1,0.0,1.0,0.0,0,0,vague
VB,VBN,TO,WRB,RB,TO,47,1,0.0,1.0,0.0,0,0,vague
VB,VB,TO,WRB,TO,IN,49,1,0.0,1.0,0.0,0,0,vague
VB,VBD,TO,WRB,NNP,NN,53,1,0.0,1.0,0.0,0,0,vague
VBP,VBD,JJ,IN,NNP,.,11,1,0.0,1.0,0.0,0,0,after
VBP,VBZ,JJ,IN,NNP,CD,15,1,0.0,1.0,0.0,1,0,vague
VBP,VBN,JJ,IN,NN,IN,28,1,0.0,1.0,0.0,1,0,vague
VBP,VBN,JJ,IN,RB,TO,42,1,0.0,1.0,0.0,1,0,vague
VBP,VB,JJ,IN,TO,IN,44,1,0.0,1.0,0.0,0,0,vague
VBP,VBD,JJ,IN,NNP,NN,48,1,0.0,1.0,0.0,0,0,vague
VBD,VBZ,NNP,.,NNP,CD,4,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,NNP,.,NN,IN,17,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,NNP,.,RB,TO,31,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,.,TO,IN,33,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,NNP,.,NNP,NN,37,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NNP,CD,NN,IN,13,0,0.0,0.0,0.0,1,0,vague
VBZ,VBN,NNP,CD,RB,TO,27,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,NNP,CD,TO,IN,29,0,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NNP,CD,NNP,NN,33,0,0.0,0.0,0.0,0,0,before
VBN,VBN,NN,IN,RB,TO,14,0,0.0,0.0,0.0,0,0,after
VBN,VB,NN,IN,TO,IN,16,0,0.0,0.0,0.0,0,0,before
VBN,VBD,NN,IN,NNP,NN,20,0,0.0,0.0,0.0,0,0,vague
VBN,VB,RB,TO,TO,IN,2,0,0.0,0.0,0.0,0,0,before
VBN,VBD,RB,TO,NNP,NN,6,0,0.0,0.0,0.0,0,0,vague
VB,VBD,TO,IN,NNP,NN,4,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,RB,RB,NN,JJ,13,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,RB,RB,VBP,NNP,24,0,0.0,0.0,0.0,0,0,before
VBN,VB,RB,RB,TO,.,28,0,0.0,0.0,0.0,0,0,before
VBZ,VBG,NN,JJ,VBP,NNP,11,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,NN,JJ,TO,.,15,0,0.0,0.0,0.0,0,0,vague
VBG,VB,VBP,NNP,TO,.,4,0,0.0,0.0,0.0,0,0,before
VBN,VBP,RB,IN,NN,JJ,9,0,0.0,0.0,0.0,0,0,simultaneous
VBN,VBZ,RB,IN,WDT,NN,53,0,0.0,0.0,0.0,0,0,after
VBP,VBZ,NN,JJ,WDT,NN,44,0,0.0,0.0,0.0,0,0,after
VBZ,VBD,RB,PRP$,CC,PRP,8,0,0.0,0.0,0.0,0,0,after
VBZ,VBZ,RB,PRP$,PRP,NNS,11,0,0.0,0.0,0.0,0,0,vague
VBZ,VBP,RB,PRP$,WP,NN,14,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,RB,PRP$,NNS,DT,17,0,0.0,0.0,0.0,0,0,after
VBZ,VB,RB,PRP$,VB,PRP,30,1,0.0,0.0,0.0,0,0,after
VBZ,VBD,RB,PRP$,PRP,.,39,1,0.0,0.0,0.0,0,0,after
VBD,VBZ,CC,PRP,PRP,NNS,3,0,0.0,0.0,0.0,0,0,vague
VBD,VBP,CC,PRP,WP,NN,6,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,CC,PRP,NNS,DT,9,0,0.0,0.0,0.0,0,0,after
VBD,VB,CC,PRP,VB,PRP,22,1,0.0,0.0,0.0,1,0,simultaneous
VBD,VBD,CC,PRP,PRP,.,31,1,0.0,0.0,0.0,1,0,simultaneous
VBZ,VBP,PRP,NNS,WP,NN,3,0,0.0,0.0,0.0,0,0,after
VBZ,VBG,PRP,NNS,NNS,DT,6,0,0.0,0.0,0.0,1,0,vague
VBZ,VB,PRP,NNS,VB,PRP,19,1,0.0,0.0,0.0,0,0,vague
VBZ,VBD,PRP,NNS,PRP,.,28,1,0.0,0.0,0.0,0,0,vague
VBP,VBG,WP,NN,NNS,DT,3,0,0.0,0.0,0.0,0,0,vague
VBP,VB,WP,NN,VB,PRP,16,1,0.0,0.0,0.0,0,0,vague
VBP,VBD,WP,NN,PRP,.,25,1,0.0,0.0,0.0,0,0,vague
VBG,VB,NNS,DT,VB,PRP,13,1,0.0,0.0,0.0,0,0,before
VBG,VBD,NNS,DT,PRP,.,22,1,0.0,0.0,0.0,0,0,before
VB,VBD,VB,PRP,PRP,.,9,0,0.0,0.0,0.0,1,0,simultaneous
VBN,VBD,NN,IN,",",JJ,8,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,NN,IN,TO,DT,11,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,NN,IN,CC,RP,18,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,NN,IN,IN,PRP,21,0,0.0,1.0,0.0,0,0,vague
VBN,VB,NN,IN,MD,RB,24,1,0.0,1.0,0.0,0,0,before
VBN,VB,NN,IN,TO,NNP,28,1,0.0,1.0,0.0,0,0,vague
VBN,VBD,NN,IN,WP,TO,33,1,0.0,1.0,0.0,0,0,before
VBN,VB,NN,IN,TO,DT,35,1,0.0,1.0,0.0,0,0,vague
VBN,VBD,NN,IN,NN,JJ,47,1,0.0,1.0,0.0,0,0,before
VBN,VB,NN,IN,TO,DT,50,1,0.0,1.0,0.0,0,0,vague
VBD,VBG,",",JJ,TO,DT,3,0,0.0,0.0,0.0,1,0,before
VBD,VBD,",",JJ,CC,RP,10,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBG,",",JJ,IN,PRP,13,0,0.0,1.0,0.0,0,0,after
VBD,VB,",",JJ,MD,RB,16,1,0.0,1.0,0.0,1,0,vague
VBD,VB,",",JJ,TO,NNP,20,1,0.0,1.0,0.0,0,0,before
VBD,VBD,",",JJ,WP,TO,25,1,0.0,1.0,0.0,0,0,vague
VBD,VB,",",JJ,TO,DT,27,1,0.0,1.0,0.0,1,0,before
VBD,VBD,",",JJ,NN,JJ,39,1,0.0,1.0,0.0,0,0,vague
VBD,VB,",",JJ,TO,DT,42,1,0.0,1.0,0.0,0,0,before
VBG,VBD,TO,DT,CC,RP,7,0,0.0,0.0,0.0,0,0,after
VBG,VBG,TO,DT,IN,PRP,10,0,0.0,1.0,0.0,0,0,after
VBG,VB,TO,DT,MD,RB,13,1,0.0,1.0,0.0,1,0,vague
VBG,VB,TO,DT,TO,NNP,17,1,0.0,1.0,0.0,0,0,before
VBG,VBD,TO,DT,WP,TO,22,1,0.0,1.0,0.0,0,0,vague
VBG,VB,TO,DT,TO,DT,24,1,0.0,1.0,0.0,1,0,before
VBG,VBD,TO,DT,NN,JJ,36,1,0.0,1.0,0.0,0,0,vague
VBG,VB,TO,DT,TO,DT,39,1,0.0,1.0,0.0,1,0,before
VBD,VBG,CC,RP,IN,PRP,3,0,0.0,1.0,0.0,0,0,after
VBD,VB,CC,RP,MD,RB,6,1,0.0,1.0,0.0,0,0,vague
VBD,VB,CC,RP,TO,NNP,10,1,0.0,1.0,0.0,0,0,before
VBD,VBD,CC,RP,WP,TO,15,1,0.0,1.0,0.0,0,0,vague
VBD,VB,CC,RP,TO,DT,17,1,0.0,1.0,0.0,0,0,before
VBD,VBD,CC,RP,NN,JJ,29,1,0.0,1.0,0.0,0,0,vague
VBD,VB,CC,RP,TO,DT,32,1,0.0,1.0,0.0,0,0,before
VBG,VB,IN,PRP,MD,RB,3,1,0.0,0.0,0.0,0,0,vague
VBG,VB,IN,PRP,TO,NNP,7,1,0.0,0.0,0.0,0,0,before
VBG,VBD,IN,PRP,WP,TO,12,1,0.0,0.0,0.0,0,0,vague
VBG,VB,IN,PRP,TO,DT,14,1,0.0,0.0,0.0,0,0,before
VBG,VBD,IN,PRP,NN,JJ,26,1,0.0,0.0,0.0,0,0,vague
VBG,VB,IN,PRP,TO,DT,29,1,0.0,0.0,0.0,0,0,before
VB,VB,MD,RB,TO,NNP,4,0,0.0,0.0,0.0,0,0,vague
VB,VBD,MD,RB,WP,TO,9,0,0.0,0.0,0.0,0,0,after
VB,VB,MD,RB,TO,DT,11,0,0.0,0.0,0.0,0,0,vague
VB,VBD,MD,RB,NN,JJ,23,0,0.0,0.0,0.0,0,0,after
VB,VB,MD,RB,TO,DT,26,0,0.0,0.0,0.0,0,0,vague
VB,VBD,TO,NNP,WP,TO,5,0,0.0,0.0,0.0,0,0,vague
VB,VB,TO,NNP,TO,DT,7,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,NNP,NN,JJ,19,0,0.0,0.0,0.0,0,0,vague
VB,VB,TO,NNP,TO,DT,22,0,0.0,0.0,0.0,0,0,before
VBD,VB,WP,TO,TO,DT,2,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,WP,TO,NN,JJ,14,0,0.0,0.0,0.0,1,1,simultaneous
VBD,VB,WP,TO,TO,DT,17,0,0.0,0.0,0.0,0,0,vague
VB,VBD,TO,DT,NN,JJ,12,0,0.0,0.0,0.0,0,0,vague
VB,VB,TO,DT,TO,DT,15,0,0.0,0.0,0.0,0,0,before
VBD,VB,NN,JJ,TO,DT,3,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,TO,TO,.,2,0,0.0,0.0,0.0,0,0,before
VBD,VBD,NNP,DT,NN,PRP$,19,0,0.0,0.0,0.0,0,0,after
VBD,VBN,",",DT,VBP,PRP,15,0,0.0,0.0,0.0,0,0,after
VBD,VB,",",DT,TO,JJ,18,0,0.0,0.0,0.0,0,0,before
VBD,VBD,",",DT,NN,VBN,29,0,0.0,0.0,0.0,0,0,before
VBD,VBD,",",DT,PRP,IN,34,0,0.0,0.0,0.0,0,0,before
VBD,VBN,",",DT,VBD,DT,39,0,0.0,0.0,0.0,0,0,before
VBN,VB,VBP,PRP,TO,JJ,3,0,0.0,0.0,0.0,0,0,before
VBN,VBD,VBP,PRP,NN,VBN,14,0,0.0,0.0,0.0,0,0,before
VBN,VBD,VBP,PRP,PRP,IN,19,0,0.0,0.0,0.0,0,0,before
VBN,VBN,VBP,PRP,VBD,DT,24,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,JJ,NN,VBN,11,0,0.0,0.0,0.0,0,0,after
VB,VBD,TO,JJ,PRP,IN,16,0,0.0,0.0,0.0,0,0,after
VB,VBN,TO,JJ,VBD,DT,21,0,0.0,0.0,0.0,0,0,after
VBD,VBD,NN,VBN,PRP,IN,5,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBN,NN,VBN,VBD,DT,10,0,0.0,0.0,0.0,0,0,after
VBD,VBN,PRP,IN,VBD,DT,5,0,0.0,0.0,0.0,0,0,after
VBN,VBN,VBG,DT,CC,DT,8,0,0.0,0.0,0.0,0,0,simultaneous
VBN,VBP,VBG,DT,RB,:,15,0,0.0,0.0,0.0,0,0,before
VBN,VBP,CC,DT,RB,:,7,0,0.0,0.0,0.0,0,0,before
VBN,VBD,VBG,",",NNP,.,5,0,0.0,0.0,0.0,0,0,before
VBN,VBZ,VBG,",",PRP,DT,9,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,VBG,",",PRP,IN,16,0,0.0,0.0,0.0,1,0,vague
VBN,VBZ,VBG,",",WP,DT,33,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,.,PRP,DT,4,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,.,PRP,IN,11,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,.,WP,DT,28,0,0.0,0.0,0.0,0,0,vague
VBZ,VBZ,PRP,DT,PRP,IN,7,0,0.0,0.0,0.0,1,0,vague
VBZ,VBZ,PRP,DT,WP,DT,24,0,0.0,0.0,0.0,0,0,vague
VBZ,VBZ,PRP,IN,WP,DT,17,0,0.0,0.0,0.0,0,0,vague
VB,VBZ,MD,TO,",",DT,12,0,0.0,0.0,0.0,0,0,after
VB,VBN,MD,TO,VBZ,DT,18,0,0.0,0.0,0.0,0,0,after
VB,VBZ,MD,TO,CC,DT,24,0,0.0,0.0,0.0,0,0,after
VB,VBN,MD,TO,NN,IN,27,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,",",DT,VBZ,DT,6,0,0.0,0.0,0.0,0,0,before
VBZ,VBZ,",",DT,CC,DT,12,0,0.0,0.0,0.0,0,0,before
VBZ,VBN,",",DT,NN,IN,15,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,VBZ,DT,CC,DT,6,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,VBZ,DT,NN,IN,9,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,CC,DT,NN,IN,3,0,0.0,0.0,0.0,0,0,vague
VB,VBP,MD,IN,NN,RB,3,0,0.0,0.0,0.0,0,0,vague
VB,VBZ,MD,IN,NN,TO,10,0,0.0,0.0,0.0,0,0,vague
VB,VBN,MD,IN,VBN,RP,14,0,0.0,0.0,0.0,0,0,after
VB,VB,MD,IN,MD,VBG,25,1,0.0,0.0,0.0,0,0,before
VB,VBG,MD,IN,VB,NN,26,1,0.0,0.0,0.0,0,0,vague
VB,VBD,MD,IN,PRP,PRP$,33,1,0.0,0.0,0.0,0,0,before
VB,VBD,MD,IN,CC,IN,37,1,0.0,0.0,0.0,1,0,before
VB,VBN,MD,IN,VBZ,DT,51,1,0.0,0.0,0.0,0,0,after
VB,VBG,MD,IN,IN,.,55,1,0.0,0.0,0.0,1,0,simultaneous
VBP,VBZ,NN,RB,NN,TO,7,0,0.0,0.0,0.0,1,0,vague
VBP,VBN,NN,RB,VBN,RP,11,0,0.0,0.0,0.0,0,0,vague
VBP,VB,NN,RB,MD,VBG,22,1,0.0,0.0,0.0,0,0,vague
VBP,VBG,NN,RB,VB,NN,23,1,0.0,0.0,0.0,0,0,vague
VBP,VBD,NN,RB,PRP,PRP$,30,1,0.0,0.0,0.0,0,0,vague
VBP,VBD,NN,RB,CC,IN,34,1,0.0,0.0,0.0,0,0,vague
VBP,VBN,NN,RB,VBZ,DT,48,1,0.0,0.0,0.0,0,0,vague
VBP,VBG,NN,RB,IN,.,52,1,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NN,TO,VBN,RP,4,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,NN,TO,MD,VBG,15,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NN,TO,VB,NN,16,1,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NN,TO,PRP,PRP$,23,1,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NN,TO,CC,IN,27,1,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NN,TO,VBZ,DT,41,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NN,TO,IN,.,45,1,0.0,0.0,0.0,0,0,vague
VBN,VB,VBN,RP,MD,VBG,11,1,0.0,0.0,0.0,0,0,before
VBN,VBG,VBN,RP,VB,NN,12,1,0.0,0.0,0.0,0,0,vague
VBN,VBD,VBN,RP,PRP,PRP$,19,1,0.0,0.0,0.0,0,0,before
VBN,VBD,VBN,RP,CC,IN,23,1,0.0,0.0,0.0,1,0,before
VBN,VBN,VBN,RP,VBZ,DT,37,1,0.0,0.0,0.0,0,0,before
VBN,VBG,VBN,RP,IN,.,41,1,0.0,0.0,0.0,0,0,before
VB,VBG,MD,VBG,VB,NN,1,0,0.0,0.0,0.0,0,0,vague
VB,VBD,MD,VBG,PRP,PRP$,8,0,0.0,0.0,0.0,0,0,after
VB,VBD,MD,VBG,CC,IN,12,0,0.0,0.0,0.0,0,0,after
VB,VBN,MD,VBG,VBZ,DT,26,0,0.0,0.0,0.0,0,0,after
VB,VBG,MD,VBG,IN,.,30,0,0.0,0.0,0.0,0,0,after
VBG,VBD,VB,NN,PRP,PRP$,7,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,VB,NN,CC,IN,11,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,VB,NN,VBZ,DT,25,0,0.0,0.0,0.0,0,0,vague
VBG,VBG,VB,NN,IN,.,29,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,PRP,PRP$,CC,IN,4,0,0.0,0.0,0.0,0,0,before
VBD,VBN,PRP,PRP$,VBZ,DT,18,0,0.0,0.0,0.0,0,0,after
VBD,VBG,PRP,PRP$,IN,.,22,0,0.0,0.0,0.0,0,0,after
VBD,VBN,CC,IN,VBZ,DT,14,0,0.0,0.0,0.0,0,0,after
VBD,VBG,CC,IN,IN,.,18,0,0.0,0.0,0.0,1,0,after
VBN,VBG,VBZ,DT,IN,.,4,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,DT,2,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBD,NNP,TO,PRP,PRP,10,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VB,NNP,TO,JJ,RP,14,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,NNP,TO,PRP,TO,26,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,RB,28,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,DT,PRP,PRP,8,0,0.0,0.0,0.0,0,0,simultaneous
VB,VB,TO,DT,JJ,RP,12,0,0.0,0.0,0.0,0,0,before
VB,VBZ,TO,DT,PRP,TO,24,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,DT,TO,RB,26,0,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,PRP,JJ,RP,4,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,PRP,PRP,PRP,TO,16,0,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,PRP,TO,RB,18,0,0.0,0.0,0.0,0,0,before
VB,VBZ,JJ,RP,PRP,TO,12,0,0.0,0.0,0.0,0,0,simultaneous
VB,VB,JJ,RP,TO,RB,14,0,0.0,0.0,0.0,0,0,before
VBZ,VB,PRP,TO,TO,RB,2,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,.,2,0,0.0,0.0,0.0,0,0,before
VB,VBZ,TO,DT,WDT,VBG,13,0,0.0,0.0,0.0,0,0,vague
VB,VBG,TO,DT,VBZ,TO,14,0,0.0,0.0,0.0,0,0,after
VB,VBG,TO,DT,IN,IN,30,0,0.0,0.0,0.0,0,0,after
VB,VBN,TO,DT,VBZ,NN,35,0,0.0,0.0,0.0,0,0,after
VB,VB,TO,DT,MD,DT,47,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,WDT,VBG,VBZ,TO,1,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,WDT,VBG,IN,IN,17,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,WDT,VBG,VBZ,NN,22,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,WDT,VBG,MD,DT,34,1,0.0,0.0,0.0,0,0,before
VBG,VBG,VBZ,TO,IN,IN,16,0,0.0,0.0,0.0,1,0,vague
VBG,VBN,VBZ,TO,VBZ,NN,21,0,0.0,0.0,0.0,0,0,before
VBG,VB,VBZ,TO,MD,DT,33,1,0.0,0.0,0.0,1,0,vague
VBG,VBN,IN,IN,VBZ,NN,5,0,0.0,0.0,0.0,0,0,before
VBG,VB,IN,IN,MD,DT,17,1,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,NN,MD,DT,12,1,0.0,0.0,0.0,0,0,vague
VBP,VBD,VBZ,WP,PRP,",",3,0,0.0,0.0,0.0,0,0,vague
VBP,VBD,VBZ,WP,NNP,.,8,0,0.0,0.0,0.0,0,0,vague
VBP,VBD,VBZ,WP,PRP,",",12,0,0.0,0.0,0.0,0,0,vague
VBP,VBP,VBZ,WP,NNS,DT,22,0,0.0,0.0,0.0,0,0,vague
VBP,VBP,VBZ,WP,NN,VBZ,30,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,PRP,",",NNP,.,5,0,0.0,0.0,0.0,0,0,before
VBD,VBD,PRP,",",PRP,",",9,0,0.0,0.0,0.0,1,1,simultaneous
VBD,VBP,PRP,",",NNS,DT,19,0,0.0,0.0,0.0,0,0,after
VBD,VBP,PRP,",",NN,VBZ,27,0,0.0,0.0,0.0,0,0,after
VBD,VBD,NNP,.,PRP,",",4,0,0.0,0.0,0.0,0,0,after
VBD,VBP,NNP,.,NNS,DT,14,0,0.0,0.0,0.0,0,0,after
VBD,VBP,NNP,.,NN,VBZ,22,0,0.0,0.0,0.0,0,0,after
VBD,VBP,PRP,",",NNS,DT,10,0,0.0,0.0,0.0,0,0,after
VBD,VBP,PRP,",",NN,VBZ,18,0,0.0,0.0,0.0,0,0,after
VBP,VBP,NNS,DT,NN,VBZ,8,0,0.0,0.0,0.0,1,0,vague
VBN,VBD,CC,IN,",",RP,10,0,0.0,0.0,0.0,0,0,simultaneous
VBN,VBN,CC,IN,VB,NN,30,0,0.0,0.0,0.0,0,0,before
VBD,VBN,",",RP,VB,NN,20,0,0.0,0.0,0.0,0,0,before
VBN,VBD,<S>,IN,NNP,",",6,0,0.0,0.0,0.0,0,0,before
VBN,VBZ,<S>,IN,NNP,DT,10,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,",",NNP,DT,4,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,VBP,DT,NNP,PRP,8,0,0.0,0.0,0.0,0,0,before
